Linear Acceleration: 3333333333333332, 1, 0
Magnetometer: 201, 3333333333333123, 3333333333333333

Euler Orientation: 2311, 3333333333333032, 3333333333332221
Linear Acceleration: 0, 0, 0
Magnetometer: 132, 3333333333333113, 10

Euler Orientation: 2232, 3333333333333103, 3333333333332112
Linear Acceleration: 0, 3333333333333333, 1
Magnetometer: 113, 3333333333333110, 23

Euler Orientation: 2222, 3333333333333111, 3333333333332031
Linear Acceleration: 0, 0, 1
Magnetometer: 102, 3333333333333112, 102

Euler Orientation: 2133, 3333333333333112, 3333333333332101
Linear Acceleration: 0, 0, 1
Magnetometer: 33, 3333333333333112, 110

Euler Orientation: 2130, 3333333333333120, 3333333333332100
Linear Acceleration: 0, 0, 0
Magnetometer: 31, 3333333333333110, 101

Euler Orientation: 2120, 3333333333333123, 3333333333332032
Linear Acceleration: 0, 3333333333333333, 1
Magnetometer: 23, 3333333333333103, 103

Euler Orientation: 2122, 3333333333333113, 3333333333332103
Linear Acceleration: 0, 0, 1
Magnetometer: 32, 3333333333333103, 102

Euler Orientation: 2131, 3333333333333103, 3333333333332131
Linear Acceleration: 0, 0, 0
Magnetometer: 101, 3333333333333102, 31

Euler Orientation: 2202, 3333333333333100, 3333333333332211
Linear Acceleration: 0, 0, 0
Magnetometer: 110, 3333333333333101, 22

Euler Orientation: 2222, 3333333333333023, 3333333333332232
Linear Acceleration: 0, 0, 0
Magnetometer: 113, 3333333333333103, 13

Euler Orientation: 2233, 3333333333333031, 3333333333332332
Linear Acceleration: 1, 0, 0
Magnetometer: 131, 3333333333333110, 3

Euler Orientation: 2231, 3333333333333110, 3333333333333022
Linear Acceleration: 0, 0, 0
Magnetometer: 123, 3333333333333103, 3333333333333330

Euler Orientation: 2310, 3333333333333101, 3333333333333100
Linear Acceleration: 3333333333333333, 0, 0
Magnetometer: 130, 3333333333333103, 3333333333333321

Euler Orientation: 2321, 3333333333333100, 3333333333333100
Linear Acceleration: 0, 0, 0
Magnetometer: 133, 3333333333333112, 3333333333333321

Euler Orientation: 2322, 3333333333333110, 3333333333333113
Linear Acceleration: 3333333333333333, 3333333333333333, 0
Magnetometer: 132, 3333333333333120, 3333333333333322

Euler Orientation: 3002, 3333333333333121, 3333333333333221
Linear Acceleration: 3333333333333333, 1, 0
Magnetometer: 200, 3333333333333122, 3333333333333310

Euler Orientation: 3001, 3333333333333132, 3333333333333230
Linear Acceleration: 3333333333333333, 0, 0
Magnetometer: 201, 3333333333333200, 3333333333333220

Euler Orientation: 3000, 3333333333333113, 3333333333333131
Linear Acceleration: 0, 0, 2
Magnetometer: 133, 3333333333333130, 3333333333333223

Euler Orientation: 3012, 3333333333333111, 3333333333333123
Linear Acceleration: 0, 0, 0
Magnetometer: 200, 3333333333333121, 3333333333333310

Euler Orientation: 3010, 3333333333333121, 3333333333333210
Linear Acceleration: 0, 1, 0
Magnetometer: 202, 3333333333333131, 3333333333333300

Euler Orientation: 3010, 3333333333333130, 3333333333333211
Linear Acceleration: 0, 0, 1
Magnetometer: 200, 3333333333333130, 3333333333333232

Euler Orientation: 3013, 3333333333333130, 3333333333333213
Linear Acceleration: 0, 0, 2
Magnetometer: 200, 3333333333333130, 3333333333333230

Euler Orientation: 3013, 3333333333333223, 3333333333333311
Linear Acceleration: 3333333333333333, 0, 3333333333333330
Magnetometer: 132, 3333333333333201, 3333333333333201

Euler Orientation: 3012, 3333333333333221, 3333333333333311
Linear Acceleration: 3333333333333333, 0, 3333333333333333
Magnetometer: 123, 3333333333333210, 3333333333333132

Euler Orientation: 3031, 3333333333333200, 3333333333333223
Linear Acceleration: 3333333333333333, 0, 1
Magnetometer: 133, 3333333333333133, 3333333333333213

Euler Orientation: 3031, 3333333333333201, 3333333333333300
Linear Acceleration: 0, 1, 0
Magnetometer: 201, 3333333333333201, 3333333333333220

Euler Orientation: 3020, 3333333333333203, 3333333333333231
Linear Acceleration: 0, 0, 0
Magnetometer: 200, 3333333333333201, 3333333333333212

Euler Orientation: 3021, 3333333333333201, 3333333333333222
Linear Acceleration: 0, 0, 0
Magnetometer: 133, 3333333333333131, 3333333333333220

Euler Orientation: 3030, 3333333333333200, 3333333333333233
Linear Acceleration: 0, 1, 0
Magnetometer: 201, 3333333333333200, 3333333333333213

Euler Orientation: 3023, 3333333333333203, 3333333333333223
Linear Acceleration: 3333333333333333, 0, 3333333333333331
Magnetometer: 133, 3333333333333200, 3333333333333212

Euler Orientation: 3023, 3333333333333103, 3333333333333123
Linear Acceleration: 0, 1, 1
Magnetometer: 133, 3333333333333200, 3333333333333223

Euler Orientation: 3121, 3333333333333012, 3333333333333011
