m ali
GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010042.021,,,,,0,0,,,M,,M,,*4C

GPGLL,,,,,010042.021,V,N*7E

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,00*79

GPRMC,010042.021,V,,,,,0.00,0.00,060180,,,N*46

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010043.021,,,,,0,0,,,M,,M,,*4D

GPGLL,,,,,010043.021,V,N*7F

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,00*79

GPRMC,010043.021,V,,,,,0.00,0.00,060180,,,N*47

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010044.021,,,,,0,0,,,M,,M,,*4A

GPGLL,,,,,010044.021,V,N*78

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,00*79

GPRMC,010044.021,V,,,,,0.00,0.00,060180,,,N*40

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010045.021,,,,,0,0,,,M,,M,,*4B

GPGLL,,,,,010045.021,V,N*79

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,00*79

GPRMC,010045.021,V,,,,,0.00,0.00,060180,,,N*41

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010046.021,,,,,0,0,,,M,,M,,*48

GPGLL,,,,,010046.021,V,N*7A

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,00*79

GPRMC,010046.021,V,,,,,0.00,0.00,060180,,,N*42

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010047.021,,,,,0,0,,,M,,M,,*49

GPGLL,,,,,010047.021,V,N*7B

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,00*79

GPRMC,010047.021,V,,,,,0.00,0.00,060180,,,N*43

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010048.021,,,,,0,0,,,M,,M,,*46

GPGLL,,,,,010048.021,V,N*74

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,00*79

GPRMC,010048.021,V,,,,,0.00,0.00,060180,,,N*4C

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010049.021,,,,,0,0,,,M,,M,,*47

GPGLL,,,,,010049.021,V,N*75

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,00*79

GPRMC,010049.021,V,,,,,0.00,0.00,060180,,,N*4D

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010050.021,,,,,0,0,,,M,,M,,*4F

GPGLL,,,,,010050.021,V,N*7D

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,01,23,,,24*7F

GPRMC,010050.021,V,,,,,0.00,0.00,060180,,,N*45

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010051.021,,,,,0,0,,,M,,M,,*4E

GPGLL,,,,,010051.021,V,N*7C

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,01,23,,,23*78

GPRMC,010051.021,V,,,,,0.00,0.00,060180,,,N*44

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010052.021,,,,,0,0,,,M,,M,,*4D

GPGLL,,,,,010052.021,V,N*7F

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,00*79

GPRMC,010052.021,V,,,,,0.00,0.00,060180,,,N*47

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010053.021,,,,,0,0,,,M,,M,,*4C

GPGLL,,,,,010053.021,V,N*7E

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,02,23,,,24,09,,,24*73

GPRMC,010053.021,V,,,,,0.00,0.00,060180,,,N*46

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010054.021,,,,,0,0,,,M,,M,,*4B

GPGLL,,,,,010054.021,V,N*79

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,01,23,,,24*7F

GPRMC,010054.021,V,,,,,0.00,0.00,060180,,,N*41

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010055.021,,,,,0,0,,,M,,M,,*4A

GPGLL,,,,,010055.021,V,N*78

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,01,23,,,21*7A

GPRMC,010055.021,V,,,,,0.00,0.00,060180,,,N*40

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010056.021,,,,,0,0,,,M,,M,,*49

GPGLL,,,,,010056.021,V,N*7B

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,02,23,,,22,09,,,21*70

GPRMC,010056.021,V,,,,,0.00,0.00,060180,,,N*43

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010057.021,,,,,0,0,,,M,,M,,*48

GPGLL,,,,,010057.021,V,N*7A

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,02,23,,,21,09,,,19*78

GPRMC,010057.021,V,,,,,0.00,0.00,060180,,,N*42

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010058.021,,,,,0,0,,,M,,M,,*47

GPGLL,,,,,010058.021,V,N*75

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,02,23,,,21,09,,,22*70

GPRMC,010058.021,V,,,,,0.00,0.00,060180,,,N*4D

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010059.021,,,,,0,0,,,M,,M,,*46

GPGLL,,,,,010059.021,V,N*74

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,01,23,,,22*79

GPRMC,010059.021,V,,,,,0.00,0.00,060180,,,N*4C

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010100.021,,,,,0,0,,,M,,M,,*4B

GPGLL,,,,,010100.021,V,N*79

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,01,23,,,22*79

GPRMC,010100.021,V,,,,,0.00,0.00,060180,,,N*41

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010101.021,,,,,0,0,,,M,,M,,*4A

GPGLL,,,,,010101.021,V,N*78

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,02,23,,,21,11,,,22*79

GPRMC,010101.021,V,,,,,0.00,0.00,060180,,,N*40

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010102.021,,,,,0,0,,,M,,M,,*49

GPGLL,,,,,010102.021,V,N*7B

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,00*79

GPRMC,010102.021,V,,,,,0.00,0.00,060180,,,N*43

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010103.021,,,,,0,0,,,M,,M,,*48

GPGLL,,,,,010103.021,V,N*7A

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,00*79

GPRMC,010103.021,V,,,,,0.00,0.00,060180,,,N*42

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010104.021,,,,,0,0,,,M,,M,,*4F

GPGLL,,,,,010104.021,V,N*7D

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,00*79

GPRMC,010104.021,V,,,,,0.00,0.00,060180,,,N*45

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010105.021,,,,,0,0,,,M,,M,,*4E

GPGLL,,,,,010105.021,V,N*7C

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,00*79

GPRMC,010105.021,V,,,,,0.00,0.00,060180,,,N*44

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010106.021,,,,,0,0,,,M,,M,,*4D

GPGLL,,,,,010106.021,V,N*7F

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,02,23,,,25,22,,,23*7C

GPRMC,010106.021,V,,,,,0.00,0.00,060180,,,N*47

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010107.021,,,,,0,0,,,M,,M,,*4C

GPGLL,,,,,010107.021,V,N*7E

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,02,23,,,24,22,,,24*7A

GPRMC,010107.021,V,,,,,0.00,0.00,060180,,,N*46

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010108.021,,,,,0,0,,,M,,M,,*43

GPGLL,,,,,010108.021,V,N*71

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,01,23,,,24*7F

GPRMC,010108.021,V,,,,,0.00,0.00,060180,,,N*49

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010109.021,,,,,0,0,,,M,,M,,*42

GPGLL,,,,,010109.021,V,N*70

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,02,23,,,25,22,,,25*7A

GPRMC,010109.021,V,,,,,0.00,0.00,060180,,,N*48

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010110.021,,,,,0,0,,,M,,M,,*4A

GPGLL,,,,,010110.021,V,N*78

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,01,23,,,25*7E

GPRMC,010110.021,V,,,,,0.00,0.00,060180,,,N*40

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010111.021,,,,,0,0,,,M,,M,,*4B

GPGLL,,,,,010111.021,V,N*79

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,02,23,,,25,22,,,25*7A

GPRMC,010111.021,V,,,,,0.00,0.00,060180,,,N*41

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010112.021,,,,,0,0,,,M,,M,,*48

GPGLL,,,,,010112.021,V,N*7A

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,02,23,,,25,22,,,25*7A

GPRMC,010112.021,V,,,,,0.00,0.00,060180,,,N*42

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010113.021,,,,,0,0,,,M,,M,,*49

GPGLL,,,,,010113.021,V,N*7B

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,01,23,,,25*7E

GPRMC,010113.021,V,,,,,0.00,0.00,060180,,,N*43

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010114.021,,,,,0,0,,,M,,M,,*4E

GPGLL,,,,,010114.021,V,N*7C

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,01,23,,,24*7F

GPRMC,010114.021,V,,,,,0.00,0.00,060180,,,N*44

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010115.021,,,,,0,0,,,M,,M,,*4F

GPGLL,,,,,010115.021,V,N*7D

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,02,23,,,24,22,,,24*7A

GPRMC,010115.021,V,,,,,0.00,0.00,060180,,,N*45

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010116.021,,,,,0,0,,,M,,M,,*4C

GPGLL,,,,,010116.021,V,N*7E

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,02,23,,,23,22,,,24*7D

GPRMC,010116.021,V,,,,,0.00,0.00,060180,,,N*46

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010117.021,,,,,0,0,,,M,,M,,*4D

GPGLL,,,,,010117.021,V,N*7F

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,01,23,,,23*78

GPRMC,010117.021,V,,,,,0.00,0.00,060180,,,N*47

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010118.021,,,,,0,0,,,M,,M,,*42

GPGLL,,,,,010118.021,V,N*70

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,02,23,,,20,22,,,22*78

GPRMC,010118.021,V,,,,,0.00,0.00,060180,,,N*48

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010119.021,,,,,0,0,,,M,,M,,*43

GPGLL,,,,,010119.021,V,N*71

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,02,23,,,21,22,,,24*7F

GPRMC,010119.021,V,,,,,0.00,0.00,060180,,,N*49

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010120.021,,,,,0,0,,,M,,M,,*49

GPGLL,,,,,010120.021,V,N*7B

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,02,23,,,21,22,,,22*79

GPRMC,010120.021,V,,,,,0.00,0.00,060180,,,N*43

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010121.021,,,,,0,0,,,M,,M,,*48

GPGLL,,,,,010121.021,V,N*7A

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,01,23,,,21*7A

GPRMC,010121.021,V,,,,,0.00,0.00,060180,,,N*42

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010122.021,,,,,0,0,,,M,,M,,*4B

GPGLL,,,,,010122.021,V,N*79

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,00*79

GPRMC,010122.021,V,,,,,0.00,0.00,060180,,,N*41

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010123.021,,,,,0,0,,,M,,M,,*4A

GPGLL,,,,,010123.021,V,N*78

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,00*79

GPRMC,010123.021,V,,,,,0.00,0.00,060180,,,N*40

GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32

GPGGA,010124.021,,,,,0,0,,,M,,M,,*4D

GPGLL,,,,,010124.021,V,N*7F

GPGSA,A,1,,,,,,,,,,,,,,,*1E

GPGSV,1,1,00*79
